StreetAddress,City,ZipCode,CountryFull
"Büsingstrasse 13",Dachau,85201,Germany
"Brandenburgische Strasse 70",Carlsberg,67316,Germany
"Alter Wall 44",Lohr,97802,Germany
"Gotzkowskystraße 95",Dillingen,66748,Germany
"Reeperbahn 17",Grimmen,18502,Germany
"Rudower Chaussee 40","Bottrop Batenbrock-Süd",46238,Germany
"Rathausstrasse 19",Nürnberg,90004,Germany
"Fugger Strasse 99",Fahrland,14476,Germany
"Knesebeckstrasse 30",Eulenberg,57614,Germany
"Büsingstrasse 59",Forstinning,85661,Germany
"Leopoldstraße 96","Berlin Buckow",12357,Germany
"Alsterkrugchaussee 27",Tagmersheim,86704,Germany
"Prager Str 97",Gauting,82121,Germany
"Waldowstr. 25",Kirchberg,74592,Germany
"Hollander Strasse 81",Holzheim,86684,Germany
"An der Schillingbrucke 89",Rammingen,86871,Germany
"Rudower Strasse 34",Leidenborn,54619,Germany
"Schaarsteinweg 69",Ihrlerstein,93346,Germany
"Brandenburgische Strasse 73",Niederhorbach,76889,Germany
"Luebeckertordamm 98",Hilpoltstein,91161,Germany
"Hochstrasse 51",Westerland,25966,Germany
"Buelowstrasse 38",Rieden,92286,Germany
"Alter Wall 55",Rimpar,97220,Germany
"Ellmenreichstrasse 72",Hemhofen,91334,Germany
"Inge Beisheim Platz 27",Vastorf,21397,Germany
"Waßmannsdorfer Chaussee 60","Hamburg Bergedorf",21029,Germany
"Luebeckertordamm 46",Höchstadt,91315,Germany
"Pappelallee 91",Bärenstein,09471,Germany
"Genterstrasse 51",Kiel,24121,Germany
"Guentzelstrasse 22",Eichenzell,36124,Germany
"Sonnenallee 23",Augsburg,86154,Germany
"Ollenhauer Str. 63","Stuttgart Bad Cannstatt",70378,Germany
"Lützowplatz 26",Schoden,54441,Germany
"Ruschestrasse 66",Gardelegen,39631,Germany
"Landsberger Allee 56",München,80526,Germany
"Schillerstrasse 28",Kaufering,86916,Germany
"Landhausstraße 5",Winterberg,59955,Germany
"Storkower Strasse 66",Braubach,56338,Germany
"Fischerinsel 21","Mönchengladbach Hermges",41065,Germany
"Invalidenstrasse 54","Wachenheim an der Weinstraße",67157,Germany
"Budapester Straße 58",Löhnberg,35792,Germany
"Eschenweg 9",Rudolstadt,07399,Germany
"Hardenbergstraße 22",Schwanheim,76848,Germany
"Sömmeringstr. 84",Pfinztal,76327,Germany
"Bayreuther Strasse 44","Reutlingen Degerschlacht",72768,Germany
"Fasanenstrasse 85","Hamburg Sasel",22395,Germany
"Waldowstr. 61",Teisendorf,83314,Germany
"Mühlenstrasse 58",Regensburg,93019,Germany
"Marseiller Strasse 63",Garmisch-Partenkirchen,82459,Germany
"Flughafenstrasse 12",Hahnbach,92256,Germany
"Chausseestr. 66",Pinneberg,25401,Germany
"Mellingburgredder 47",Treuchtlingen,91752,Germany
"Guentzelstrasse 65",Großenlüder,36137,Germany
"Grolmanstraße 71","Bremen Findorff-Bürgerweide",28215,Germany
"Alt Reinickendorf 28",Krumbach,86369,Germany
"Hardenbergstraße 64",Kusel,66869,Germany
"Luebecker Strasse 72",Aidhausen,97491,Germany
"Knesebeckstraße 31",Hamm,59069,Germany
"Stresemannstr. 6",Wadgassen,66787,Germany
"Lange Strasse 58",München,81704,Germany
"Ufnau Strasse 20",Trunkelsberg,87779,Germany
"Lietzensee-Ufer 68",Lohmen,01845,Germany
"Grosse Praesidenten Str. 8",Lohnsfeld,67727,Germany
"Fischerinsel 32",Jüchen,41363,Germany
"Ziegelstr. 87","Bad Füssing",94072,Germany
"Hollander Strasse 31",Dornburg,65599,Germany
"Paul-Nevermann-Platz 84",Friedenfels,95688,Germany
"Rudolstaedter Strasse 82",Börger,26904,Germany
"Buelowstrasse 66",Kölbingen,56459,Germany
"Stresemannstr. 21",Namborn,66639,Germany
"Knesebeckstrasse 30",Reiferscheid,57632,Germany
"Brandenburgische Strasse 19","Bad Bergzabern",76887,Germany
"Chausseestr. 44",Demmin,17109,Germany
"Fasanenstrasse 51","Hamburg Othmarschen",22607,Germany
"Buelowstrasse 70","Neustadt/ Westerwald",56479,Germany
"Hollander Strasse 89",Mudershausen,65623,Germany
"Luebecker Strasse 49",Haßfurt,97431,Germany
"Lietzenburger Strasse 81",Kürten,51515,Germany
"Alsterkrugchaussee 2",Rain,94369,Germany
"Hochstrasse 26",Glücksburg,24957,Germany
"Kastanienallee 61",Osterstedt,25590,Germany
"Sömmeringstr. 40",Bellenberg,89285,Germany
"Kurfuerstendamm 89",München,80008,Germany
"Augsburger Strasse 85",Niederdreisbach,57520,Germany
"Chausseestr. 64",Hetlingen,25491,Germany
"Lützowplatz 77",Binsfeld,54518,Germany
"Luebeckertordamm 82",Abenberg,91183,Germany
"Hoheluftchaussee 37",Herzberg,04912,Germany
"Genterstrasse 89",Weyhe,28844,Germany
"Nuernbergerstrasse 11",Malente,23710,Germany
"Konstanzer Strasse 43",Stockstadt,63809,Germany
"Kastanienallee 71",Hesel,26835,Germany
"Leopoldstraße 1","Berlin Charlottenburg",14053,Germany
"Chausseestr. 78",Altentreptow,17081,Germany
"Gubener Str. 63",Raubling,83060,Germany
"Grolmanstraße 6","Bremen Aumund-Hammersbeck",28757,Germany
"Güntzelstrasse 91",Peffingen,54668,Germany
"Jenaer Strasse 9",Duisburg,47226,Germany
"Anhalter Strasse 27",Kalkofen,67822,Germany
"Ollenhauer Str. 31","Stuttgart Untertürkheim",70327,Germany
"Leipziger Strasse 14",Wiesbaden,65191,Germany
"Fugger Strasse 44","Koblenz Ehrenbreitstein",56076,Germany
"Gotzkowskystrasse 74",Büchel,56823,Germany
"Hardenbergstraße 72",Ulmet,66887,Germany
"Leopoldstraße 4","Berlin Bohnsdorf",12526,Germany
"Neuer Jungfernstieg 10",Mengkofen,84152,Germany
"Lietzensee-Ufer 61",Finsterwalde,03232,Germany
"Konstanzer Strasse 65",Ortenberg,77799,Germany
"Rudower Chaussee 8",Ansbach,91508,Germany
"Nuernbergerstrasse 34",Tremsbüttel,22967,Germany
"Rudower Chaussee 51",Ansbach,91503,Germany
"Koepenicker Str. 77",Lipporn,56357,Germany
"Inge Beisheim Platz 92","Blomesche Wildnis",25348,Germany
"Lange Strasse 76",Planegg,82145,Germany
"Hollander Strasse 66","Berod bei Wallmerod",56414,Germany
"Langenhorner Chaussee 23",Burghausen,84482,Germany
"Waßmannsdorfer Chaussee 68","Hamburg Bergedorf",21033,Germany
"Rudower Chaussee 45",Lübeck,23506,Germany
"Rudower Chaussee 99","Bad Kissingen",97664,Germany
"Prenzlauer Allee 79",Leipzig,04112,Germany
"Boxhagener Str. 58","Hamburg Bramfeld",22159,Germany
"Pasewalker Straße 82",Hügelsheim,76549,Germany
"Schönhauser Allee 18",Malterdingen,79364,Germany
"Schaarsteinweg 76",Schwarzenfeld,92516,Germany
"Billwerder Neuer Deich 83",Gattendorf,95185,Germany
"Charlottenstrasse 88",Dresden,01246,Germany
"Ellmenreichstrasse 15",Hemhofen,91333,Germany
"Scharnweberstrasse 3","Mannheim Friesenheimer Insel",68169,Germany
"Fasanenstrasse 34","Hamburg Othmarschen",22763,Germany
"Spresstrasse 85",Heide,25733,Germany
"An der Schillingbrucke 12",Breitingen,89183,Germany
"Scharnweberstrasse 93","Mannheim Wohlgelegen",68167,Germany
"Wallstrasse 25",Altenahr,53505,Germany
"Schillerstrasse 99",Kaufering,86916,Germany
"Reeperbahn 82",Nienhagen,29336,Germany
"Brandenburgische Strasse 39",Oberhausen,76887,Germany
"Rudolstaedter Strasse 50",Sailauf,63877,Germany
"Guentzelstrasse 90",Neuental,34599,Germany
"Brandenburgische Str. 9",Erlenbach,63900,Germany
"Hermannstrasse 68","Worms Pfiffligheim",67549,Germany
"Holstenwall 11",Wettin,06196,Germany
"Gotthardstrasse 55",Chemnitz,09112,Germany
"Knesebeckstraße 57",Monschau,52156,Germany
"Kieler Strasse 24",Halsbach,84553,Germany
"Eschenweg 32",Eisenach,99801,Germany
"Sömmeringstr. 33",Kraichtal,76703,Germany
"Waßmannsdorfer Chaussee 14","Hamburg Alsterdorf",22337,Germany
"Langenhorner Chaussee 95",Burghausen,84483,Germany
"Pohlstrasse 55",Jerxheim,38381,Germany
"Koepenicker Str. 77",Niedertiefenbach,56368,Germany
"Brandenburgische Str. 60",Flein,74223,Germany
"Grosse Praesidenten Str. 85",Zwingenberg,64673,Germany
"Chausseestr. 30",Torgelow,17351,Germany
"Budapester Strasse 58",Trappenkamp,24605,Germany
"Los-Angeles-Platz 70","Hamburg Winterhude",22305,Germany
"Gotzkowskystraße 15",Erwitte,59597,Germany
"Koenigstrasse 9","Bad Berka",99434,Germany
"Messedamm 2",Halle,06112,Germany
"Michaelkirchstr. 85",Uchte,31600,Germany
"Gubener Str. 40",Rosenheim,83007,Germany
"Feldstrasse 70",Friedrichsbrunn,06509,Germany
"Motzstr. 9",Wallhausen,55595,Germany
"Gotzkowskystraße 76",Xanten,46509,Germany
"Augsburger Straße 98",Hagen,58099,Germany
"Kurfürstendamm 40",Zwickau,08060,Germany
"Heinrich Heine Platz 1",Zittau,02754,Germany
"Borstelmannsweg 18",Michelau,96244,Germany
"Hallesches Ufer 26",Schmelz,66835,Germany
"Frankfurter Allee 79",Neu-Ulm,89206,Germany
"Budapester Straße 45",Biedenkopf,35216,Germany
"Schmarjestrasse 46",Friedland,37133,Germany
"Michaelkirchstr. 16",Meißner,37290,Germany
"Nuernbergerstrasse 57",Wardenburg,26203,Germany
"Buelowstrasse 73",Kaperich,56767,Germany
"Lietzenburger Straße 79",Wilsum,49849,Germany
"Nuernbergerstrasse 72",Boostedt,24595,Germany
"Rhinstrasse 82",München,80752,Germany
"Hallesches Ufer 3",Wolfschlugen,72649,Germany
"Luebeckertordamm 33",Iphofen,97346,Germany
"Koenigstrasse 33",Gräfenroda,99328,Germany
"Jenaer Strasse 27",Krailling,82152,Germany
"Rathausstrasse 50",Fürth,90705,Germany
"Hans-Grade-Allee 36",Barnitz,23858,Germany
"Ollenhauer Str. 71","Stuttgart West",70178,Germany
"Holstenwall 31",Ahlsdorf,06313,Germany
"Neue Roßstr. 92","Saarbrücken Sankt Johann",66113,Germany
"Rankestraße 35",Pocking,94053,Germany
"Alt Reinickendorf 3",Sonthofen,87515,Germany
"Schillerstrasse 86",Althegnenberg,82278,Germany
"Ziegelstr. 34",Dietersburg,84378,Germany
"Ufnau Strasse 47",Kaufbeuren,87574,Germany
"Prager Str 51",Starnberg,82312,Germany
"Neue Roßstr. 66","Esslingen Krummenacker",73733,Germany
"An Der Urania 15",Aebtissinwisch,25572,Germany
"Schaarsteinweg 99",Steinach,96519,Germany
"Mühlenstrasse 67",Regensburg,93003,Germany
"Hollander Strasse 22","Berod bei Wallmerod",56414,Germany
"An der Alster 7",Neustrelitz,17224,Germany
"Potsdamer Platz 35",Günzach,87634,Germany
"Alt-Moabit 98",Breunsdorf,04574,Germany
"Grolmanstraße 82","Bremen Lüssum-Bockhorn",28779,Germany
"Fugger Strasse 68",Potsdam,14410,Germany
"Park Str. 82","Düsseldorf Lierenfeld",40231,Germany
"Waßmannsdorfer Chaussee 71","Berlin Wilmersdorf",14197,Germany
"Friedrichstrasse 87","Düsseldorf Hubbelrath",40629,Germany
"Brandenburgische Straße 89","Berlin Neukölln",12043,Germany
"Fischerinsel 73",Odenthal,51519,Germany
"An Der Urania 51",Breitenberg,94139,Germany
"Budapester Strasse 6",Sittensen,27419,Germany
"Guentzelstrasse 26",Haunetal,36166,Germany
"Guentzelstrasse 94",Kirtorf,36320,Germany
"Waldowstr. 37",Creglingen,97993,Germany
"Gotzkowskystrasse 20",Heupelzen,57612,Germany
"Stresemannstr. 80","St Wendel",66594,Germany
"Gotzkowskystraße 46",Isselburg,46419,Germany
"Billwerder Neuer Deich 57",Hof,95015,Germany
"Gotthardstrasse 72",Chemnitz,09125,Germany
"Pasewalker Straße 68",Ötigheim,76470,Germany
"Gotzkowskystraße 87","Bad Sassendorf",59505,Germany
"Sonnenallee 26",Augsburg,86067,Germany
"Mühlenstrasse 61",Würzburg,97064,Germany
"Landsberger Allee 87",München,80048,Germany
"Brandenburgische Str 79",Schwall,56281,Germany
"Büsingstrasse 84",Zorneding,85604,Germany
"Neuer Jungfernstieg 26",Landshut,84010,Germany
"Wallstrasse 7",Kaisersesch,56759,Germany
"Esplanade 77",Tegernheim,93105,Germany
"Rosenstrasse 15",München,81510,Germany
"Hermannstrasse 68",Dielheim,69234,Germany
"Holstenwall 22",Rottleberode,06548,Germany
"Kastanienallee 87",Aurich,26607,Germany
"Luckenwalder Strasse 48",Surwold,26903,Germany
"An Der Urania 16",Schülp,24813,Germany
"Rudower Strasse 7",Pittenbach,54595,Germany
"Am Borsigturm 93","Neuss Norf",41469,Germany
"Joachimstaler Str. 64",Gehlweiler,55490,Germany
"Grolmanstraße 33","Bremen Mahndorf",28307,Germany
"Sonnenallee 13",Augsburg,86068,Germany
"Lietzenburger Straße 11",Eimke,29578,Germany
"Fasanenstrasse 26","Hamburg Ottensen",22763,Germany
"Landhausstraße 7",Birkenstein,15366,Germany
"Guentzelstrasse 29",Hargesheim,55595,Germany
"Kieler Strasse 11",Taufkirchen,82020,Germany
"Rudower Strasse 9",Reuth,54597,Germany
"Jahnstrasse 28",Eiselfing,83549,Germany
"Frankfurter Allee 4","Karlsruhe Mühlburg",76187,Germany
"Gotzkowskystraße 76",Mittenaar,35756,Germany
"Augsburger Straße 64",Unna,59427,Germany
"Leopoldstraße 67","Berlin Bohnsdorf",12526,Germany
"Neuer Jungfernstieg 38",Geisenhausen,84144,Germany
"Güntzelstrasse 29",Hommerdingen,54675,Germany
"Luetzowplatz 65",Greimerath,54298,Germany
"Koenigstrasse 93",Mörsdorf,56290,Germany
"Fasanenstrasse 9","Hamburg Rahlstedt",22359,Germany
"Esplanade 25",Volkach,97326,Germany
"Pappelallee 1",Themar,98657,Germany
"Frankfurter Allee 60","Karlsruhe Nordweststadt",76187,Germany
"Genterstrasse 64",Kiel,24043,Germany
"Rohrdamm 10",Banteln,31029,Germany
"Stresemannstr. 88",Überherrn,66802,Germany
"Anhalter Strasse 56",Bechhofen,91572,Germany
"Lietzenburger Straße 24",Schüttorf,48465,Germany
"Brandenburgische Straße 19","Berlin Hohenschönhausen",13055,Germany
"Rudower Strasse 76",Lierfeld,54597,Germany
"Rathausstrasse 23",Donauwörth,86601,Germany
"Rathausstrasse 7",Nürnberg,90022,Germany
"Luebecker Strasse 3",Painten,93351,Germany
"Mollstrasse 67",Weiterstadt,64331,Germany
"Leopoldstraße 92","Berlin Charlottenburg",10709,Germany
"Gotthardstrasse 34",Chemnitz,09009,Germany
"Gubener Str. 63",Greiling,83677,Germany
"Konstanzer Strasse 57",Beerfelden,64743,Germany
"Koenigstrasse 86",Niederorschel,37352,Germany
"Paul-Nevermann-Platz 32",Bergrheinfeld,97493,Germany
"Feldstrasse 60",Friedrichsbrunn,06509,Germany
"An der Schillingbrucke 88",Lonsee,89173,Germany
"Lietzenburger Straße 92",Bleckede,21354,Germany
"Hochstrasse 14",Langeneß,25863,Germany
"Am Borsigturm 60",Aken,06385,Germany
"Budapester Straße 47",Lohra,35102,Germany
"Budapester Strasse 3",Bönebüttel,24620,Germany
"Koenigstrasse 74",Rattelsdorf,96179,Germany
"Hochstrasse 60",Wittdün,25940,Germany
"Prenzlauer Allee 22",Leipzig,04162,Germany
"Charlottenstrasse 30",Dresden,01309,Germany
"Alt Reinickendorf 91",Hindelang,87541,Germany
"An der Alster 1",Barleben,39179,Germany
"Stuttgarter Platz 13",Nordwalde,48356,Germany
"Ruschestrasse 38",Gadebusch,19201,Germany
"Frankfurter Allee 8","Karlsruhe Hohenwettersbach",76228,Germany
"Oldesloer Strasse 62",Birkigt,07570,Germany
"Stuttgarter Platz 66",Assau,06895,Germany
"Kantstraße 68",Limbach-Oberfrohna,09204,Germany
"Güntzelstrasse 20",Schleich,54340,Germany
"Koepenicker Str. 17",Mackenrodt,55758,Germany
"Billwerder Neuer Deich 67",Hof,95002,Germany
"Eschenweg 14",Greiz,07961,Germany
"Jenaer Strasse 70","Wuppertal Elberfeld",42109,Germany
"Eschenweg 31",Ilmenau,98682,Germany
"Meinekestraße 18",Bramsche,49565,Germany
"Park Str. 85","Solingen Wald",42655,Germany
"Schönhauser Allee 46",Schönenberg,79677,Germany
"Kastanienallee 53",Seefeld,82225,Germany
"Hedemannstasse 83","Lörrach Tumringen",79541,Germany
"Waßmannsdorfer Chaussee 34","Hamburg Billwerder",22113,Germany
"Storkower Strasse 52",Nickenich,56645,Germany
"Kantstrasse 50",Nürnberg,90266,Germany
"Hans-Grade-Allee 75",Husum,31632,Germany
"Chausseestr. 77",Hamburg,25462,Germany
"Rudolstaedter Strasse 88",Frammersbach,97830,Germany
"Schillerstrasse 82",Dießen,86908,Germany
"Luebecker Strasse 16",Donnersdorf,97499,Germany
"Lange Strasse 84",Unterschleißheim,85704,Germany
"Brandenburgische Str. 28",Althen,04451,Germany
"Alt-Moabit 59",Wildau,15742,Germany
"Augsburger Straße 65","Lüdenscheid Brüninghausen",58513,Germany
"Hollander Strasse 17",Hüttenberg,35625,Germany
"Leipziger Straße 32",Wahlsburg,37194,Germany
"Ansbacher Strasse 52",Tellig,56858,Germany
"Frankfurter Allee 79",Neu-Ulm,89209,Germany
"Albrechtstrasse 33",Kempten,87413,Germany
"Schoenebergerstrasse 78",Johanngeorgenstadt,08345,Germany
"Ollenhauer Str. 43","Stuttgart Ost",70186,Germany
"Joachimstaler Str. 73",Argenthal,55496,Germany
"Hochstrasse 47",Wremen,27638,Germany
"Bleibtreustraße 65",Steißlingen,78256,Germany
"Fugger Strasse 81",Dessau,06842,Germany
"Rankestraße 90",Salzweg,94119,Germany
"Bayreuther Strasse 68","Kaiserslautern Innenstadt",67655,Germany
"Gotzkowskystrasse 66",Kettenhausen,57612,Germany
"Fasanenstrasse 60","Hamburg Poppenbüttel",22395,Germany
"Esplanade 49",Roden,97849,Germany
"Scharnweberstrasse 11",Eppelheim,69214,Germany
"Inge Beisheim Platz 25",Kirchgellersen,21394,Germany
"Bayreuther Strasse 22",Frankfurt,15230,Germany
"Pasewalker Straße 64",Winnenden,71364,Germany
"Kieler Strasse 10",Taufkirchen,84413,Germany
"Alter Wall 95",Altertheim,97237,Germany
"Fontenay 83",Wunsiedel,95623,Germany
"Wallstrasse 97",Ettringen,86831,Germany
"Schillerstrasse 20",Scheuring,86937,Germany
"Jenaer Strasse 17","Mülheim an der Ruhr",45472,Germany
"Schönhauser Allee 74",Simonswald,79263,Germany
"Heiligengeistbrücke 31","Bad Windsheim",91429,Germany
"Gotzkowskystrasse 89",Willingen,56479,Germany
"Mellingburgredder 25",Weißenburg,91775,Germany
"Paderborner Strasse 5",Langenmosen,86571,Germany
"Ellmenreichstrasse 74",Weißenohe,91367,Germany
"Luebeckertordamm 5",Abenberg,91181,Germany
"Fugger Strasse 68","Koblenz Niederberg",56077,Germany
"Luetzowplatz 18",Kaschenbach,54668,Germany
"Schönwalder Allee 52",Dänischenhagen,24227,Germany
"Mellingburgredder 77",Roßtal,90572,Germany
"Flughafenstrasse 54",Mitterteich,95662,Germany
"Prenzlauer Allee 7",Leipzig,04252,Germany
"Buelowstrasse 51",Rehe,56479,Germany
"Hedemannstasse 37",Markdorf,88677,Germany
"Paul-Nevermann-Platz 70",Friedenfels,95688,Germany
"Hollander Strasse 68",Wettenberg,35435,Germany
"Borstelmannsweg 40",Untersiemau,96253,Germany
"Fugger Strasse 49","Koblenz Stolzenfels",56075,Germany
"Leipziger Strasse 47","Trier Biewer",54293,Germany
"Luetzowplatz 35",Udler,54552,Germany
"Meininger Strasse 23",Marpingen,66646,Germany
"Leipziger Straße 52",Heinsen,37649,Germany
"Rhinstrasse 96",München,80916,Germany
"Stuttgarter Platz 18",Winden,56379,Germany
"Nuernbergerstrasse 6",Schortens,26419,Germany
"Holstenwall 36",Ateritz,06901,Germany
"Waßmannsdorfer Chaussee 10","Berlin Zehlendorf",14165,Germany
"Billwerder Neuer Deich 25",Issigau,95188,Germany
"Augsburger Strasse 54",Bauler,54673,Germany
"Rudower Chaussee 13",Bamberg,96033,Germany
"Hardenbergstraße 62",Busenberg,76891,Germany
"Budapester Strasse 29",Bornhöved,24619,Germany
"Langenhorner Chaussee 3",Marktschellenberg,83487,Germany
"Luebeckertordamm 95",Dietersheim,91463,Germany
"Alt Reinickendorf 22",Krumbach,86371,Germany
"Oldesloer Strasse 98",Crossen,07611,Germany
"Hoheluftchaussee 72",Steinburg,22964,Germany
"Kurfürstenstraße 58",Ingersheim,74379,Germany
"Gotthardstrasse 65",Chemnitz,09119,Germany
"Spresstrasse 58",Harrislee,24950,Germany
"Brandenburgische Str 47",Monzingen,55569,Germany
"Rudower Strasse 97",Eschfeld,54619,Germany
"Hans-Grade-Allee 40",Besenthal,23899,Germany
"Meininger Strasse 92",Illingen,66550,Germany
"Alt Reinickendorf 90",Immenstadt,87501,Germany
"Nuernbergerstrasse 63","Groß Schenkenberg",23860,Germany
"Gotzkowskystrasse 98",Lutzerath,56826,Germany
"Meinekestraße 29","Dissen am Teutoburger Wald",49201,Germany
"Augsburger Straße 59","Witten Annen",58454,Germany
"Flughafenstrasse 62",Ensdorf,66804,Germany
"Genterstrasse 43",Kiel,24106,Germany
"Brandenburgische Straße 92","Berlin Kaulsdorf",12619,Germany
"Hedemannstasse 32","Lörrach Salzert",79540,Germany
"Jahnstrasse 72",Prien,83202,Germany
"Waßmannsdorfer Chaussee 54","Berlin Wittenau",13469,Germany
"Rudower Chaussee 83","Bottrop Süd-West-Innenstadt",46236,Germany
"Fontenay 96",Waldershof,95679,Germany
"Alsterkrugchaussee 86",Munningen,86754,Germany
"Borstelmannsweg 31",Weitramsdorf,96479,Germany
"An der Alster 87","Bad Wilsnack",19336,Germany
"Knesebeckstrasse 93",Maroth,56271,Germany
"Karl-Liebknecht-Strasse 84","Bad Bramstedt",24571,Germany
"Hedemannstasse 24",Wittlingen,79599,Germany
"Alt Reinickendorf 66",Schwenningen,72477,Germany
"Kurfürstenstraße 17",Deizisau,73779,Germany
"Oldesloer Strasse 71",Reisdorf,35447,Germany
"Eschenweg 42",Pößneck,07373,Germany
"Karl-Liebknecht-Strasse 52",Affing,86444,Germany
"Gotzkowskystrasse 66",Lochum,57629,Germany
"Gubener Str. 77",Brannenburg,83094,Germany
"Sömmeringstr. 41","Pforzheim Wilferdinger Höhe",75179,Germany
"Kurfürstenstraße 79",Eschenbach,92676,Germany
"Reeperbahn 87",Wilkau-Haßlau,08110,Germany
"Sonnenallee 25","Freiburg Stadt",79106,Germany
"Hallesches Ufer 73",Hildrizhausen,71157,Germany
"Unter den Linden 29",Magdeburg,39041,Germany
"Brandenburgische Str 26","Oberhausen bei Kirn",55606,Germany
"Bissingzeile 47",Mulsum,27632,Germany
"Budapester Strasse 21",Neumünster,24504,Germany
"Esplanade 89",Amorbach,63913,Germany
"Schönhauser Allee 67",Fröhnd,79677,Germany
"Pasewalker Straße 4","Pforzheim Buckenberg",75175,Germany
"Lietzenburger Straße 3",Göhrde,29473,Germany
"Büsingstrasse 96",Karlsfeld,85757,Germany
"Konstanzer Strasse 3",Hungen,35410,Germany
"Brandenburgische Str 33",Hochstetten-Dhaun,55606,Germany
"Leipziger Strasse 81","Ludwigshafen am Rhein Mundenheim",67059,Germany
"Lietzensee-Ufer 25",Lauchhammer,01971,Germany
"Am Borsigturm 97","Neuss Uedesheim",41468,Germany
"Holstenwall 80",Günthersdorf,06251,Germany
"Messedamm 8",Dresden,01157,Germany
"Pappelallee 34",Börnichen,09569,Germany
"Messedamm 7",Dresden,01189,Germany
"Fasanenstrasse 3","Hamburg Othmarschen",22607,Germany
"Luebeckertordamm 75",Oberscheinfeld,91483,Germany
"An der Schillingbrucke 84",Schemmerhofen,88433,Germany
"Frankfurter Allee 9",Neu-Ulm,89210,Germany
"Mohrenstrasse 72",Baiersbronn,72270,Germany
"Luebecker Strasse 1",Königsberg,97484,Germany
"Chausseestr. 9",Rellingen,25455,Germany
"Neuer Jungfernstieg 99",Unterdietfurt,84339,Germany
"Rudower Chaussee 82",Lehrberg,91611,Germany
"Sömmeringstr. 92",Dornstadt,89160,Germany
"Koepenicker Str. 23",Hoppstädten-Weiersbach,55768,Germany
"Heiligengeistbrücke 37",Gunzenhausen,91702,Germany
"Kantstraße 93",Limbach-Oberfrohna,09204,Germany
"Kirchenallee 35",Gotteszell,94239,Germany
"Fontenay 43",Helmbrechts,95222,Germany
"Park Str. 10","Düsseldorf Unterbilk",40223,Germany
"Genslerstraße 37","Berlin Wilmersdorf",10719,Germany
"Bissingzeile 19",Ringstedt,27624,Germany
"Friedrichstrasse 28","Düsseldorf Friedrichstadt",40210,Germany
"Anhalter Strasse 76",Dörrmoschel,67806,Germany
"Gotthardstrasse 40",Chemnitz,09001,Germany
"Landsberger Allee 42",München,80339,Germany
"Brandenburgische Str 1",Schloßböckelheim,55596,Germany
"Hollander Strasse 85",Heistenbach,65558,Germany
"Scharnweberstrasse 79",Rodenbach,63517,Germany
"Kurfürstenstraße 65",Zell,73119,Germany
"Rudolstaedter Strasse 2",Wettringen,91631,Germany
"Lützowplatz 1",Geisfeld,54413,Germany
"Fasanenstrasse 14","Hamburg Rahlstedt",22359,Germany
"Hermannstrasse 43",Mörstadt,67591,Germany
"Pasewalker Straße 29","Pforzheim Brötzingen",75173,Germany
"An der Schillingbrucke 44",Hüttlingen,73460,Germany
"Kastanienallee 32",Memmert,26571,Germany
"Holstenwall 24",Benndorf,06184,Germany
"Kurfürstenstraße 13",Ditzingen,71254,Germany
"Meinekestraße 32",Krebeck,37434,Germany
"Langenhorner Chaussee 29",Freilassing,83384,Germany
"Bleibtreustraße 59",Mühlhausen,99965,Germany
"Rudower Chaussee 75","Bad Kissingen",97671,Germany
"Gruenauer Strasse 16",Mittelnkirchen,21720,Germany
"Charlottenstrasse 1",Dresden,01465,Germany
"Rosenstrasse 58",München,81318,Germany
"Boxhagener Str. 22","Hamburg Fuhlsbüttel",22415,Germany
"Fontenay 26",Weißdorf,95237,Germany
"Kurfürstendamm 10",Rostock,18073,Germany
"Spresstrasse 27","Bielefeld Dornberg",33619,Germany
"Reeperbahn 76",Fraureuth,08425,Germany
"Kantstraße 53",Meiningen,98607,Germany
"Ufnau Strasse 51",Halblech,87641,Germany
"Fontenay 57",Münchberg,95205,Germany
"Motzstr. 94",Hochborn,55234,Germany
"Wallstrasse 55",Kasbach-Ohlenberg,53547,Germany
"Alt Reinickendorf 20",Zusmarshausen,86439,Germany
"Schaarsteinweg 26",Schwarzenfeld,92521,Germany
"Park Str. 13","Düsseldorf Unterbilk",40221,Germany
"Ollenhauer Str. 25","Stuttgart Bad Cannstatt",70376,Germany
"Mellingburgredder 43",Roßtal,90574,Germany
"Landhausstraße 55",Gransee,16771,Germany
"Rudower Chaussee 46","Bottrop Nord-Ost-Innenstadt",46236,Germany
"Alsterkrugchaussee 36",Wolferstadt,86709,Germany
"Alt-Moabit 12","Altes Lager",14913,Germany
"Hallesches Ufer 52",Illingen,75428,Germany
"Charlottenstrasse 43",Dresden,01311,Germany
"Scharnweberstrasse 71",Neulußheim,68809,Germany
"Hallesches Ufer 68",Schmelz,66833,Germany
"Flughafenstrasse 54",Waldsassen,95645,Germany
"Pappelallee 45",Ehrenfriedersdorf,09424,Germany
"Hollander Strasse 51",Kirchhain,35274,Germany
"Pasewalker Straße 73","Pforzheim Innenstadt",75175,Germany
"Rhinstrasse 3",München,80976,Germany
"Schaarsteinweg 65",Biburg,93354,Germany
"Storkower Strasse 59",Wolken,56332,Germany
"Karl-Liebknecht-Strasse 29",Thedinghausen,27321,Germany
"Sömmeringstr. 11",Königsbach-Stein,75203,Germany
"Kurfuerstendamm 70",Garching,85739,Germany
